	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
Heliobacteriaceae	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herpetosiphonaceae	0	9	0	15	0	2	0	30	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	6	0	0	8	13	1	6	0	0	0	0	0	0	0
Holophagaceae	105	161	2	0	0	0	0	0	0	0	0	0	6	3	0	7	0	4	0	0	0	0	0	0	0	0	132	28	0	0	0	0	26	3	10	6	0	0	0	0	0	2	6
Holophagae bacterium (no family in NCBI)	0	53	6	0	0	0	0	0	0	0	0	0	3	6	7	0	0	124	4	0	0	4	4	6	0	0	501	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holophagales bacterium (no family in NCBI)	0	4	0	4	0	0	0	0	0	0	4	0	2	0	0	44	0	0	0	0	0	4	0	8	10	6	148	0	0	0	0	0	6	8	4	16	0	0	0	0	0	2	44
Holosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrococcaceae	4	2	2	0	0	0	0	4	0	0	0	0	0	0	0	10	6	0	0	22	20	15	19	20	20	7	57	2	0	89	0	0	8	2	0	0	6	6	0	0	156	0	0
Hydrogenimonaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	24	0	0	2	0	2
Hydrogenispora (no family in NCBI)	0	44	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0
Hydrogenophilales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenothermaceae	72	34	124	45	88	83	100	82	15	20	0	209	433	266	381	44	18	183	313	45	82	39	53	8	4	7	146	295	124	10	0	0	28	0	0	63	216	274	261	0	480	554	464
Hyellaceae	35	156	32	246	40	16	28	53	0	6183	0	268	18	143	13	677	249	495	2	47	44	674	999	63	55	29	134262	1218	1312	13217	7	4	2402	233	145	1741	576	12	334	0	24	24	2
Hymenobacteraceae	117	811	417	677	19	100	12	10	36	18	27	433	132	146	45	562	0	32	25	84	122	227	101	573	429	280	843	194	106	336	132	100	614	222	264	435	103	73	7	0	247	882	101
Hyphomicrobiaceae	10552	998665	75863	1808	68661	2700	3849	1394	1779	334	293	6935	76726	32407	24186	8281	189	736	149	24789	10542	89224	21501	68092	66778	22542	120838	1346	107463	246058	0	156	41708	100154	77143	181912	8	84	1733	0	15055	72	282
Hyphomonadaceae	65	1576	76	136	46	71	16	6	16	83	4	279	272	270	88	1002	91	50	30	95	218	402	224	1284	976	652	912	32	384	465	43	182	1629	505	1540	1482	34	713	30	0	1875	4235	8673
Iamiaceae	8	1250	34	6	0	66	76	30	0	0	0	110	18	16	10	52	0	0	0	0	12	14	0	83	53	30	2270	58	256	427	0	8	34	46	40	48	0	15	16	0	346	11	48
Ichthyobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
Ideonella (no family in NCBI)	0	60	0	14	0	82	0	6	0	55	0	14	0	0	0	0	0	34	2	0	0	0	0	0	0	0	723	0	0	0	0	8	13	3	4	30	0	0	0	0	0	0	0
Idiomarinaceae	94	308	30	215	0	28	0	0	0	357	0	68	48	48	15	225	19	54	34	0	8	16	8	117	111	47	71	106	44	126	34	97	251	57	185	364	22	66	29	0	40	11	402
Ignatzschineria (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903323	0	0	0	0	0	0	0	0	0	0	0	0
Ignavibacteria bacterium (no family in NCBI)	0	0	14	6	0	0	0	0	4	0	0	0	52	100	14	26	0	0	0	23	11	27	2	65	54	38	24	0	0	3	75	0	160	122	16	0	0	0	0	0	30	0	0
Ignavibacteriaceae	11	22	19	0	4	0	0	0	0	0	0	4	13	30	12	208	0	0	0	5	13	20	12	0	0	0	58	0	0	29	0	0	14	9	45	105	0	0	0	0	0	0	8
Ignavibacteriae bacterium (no family in NCBI)	4	8	0	8	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	6	8	4	8	0	50	298	0	0	3	3	0	0	0	0	0	0	0	0	0
Ignavibacteriales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilumatobacteraceae	2681	246977	8838	3508	1260	325	452	28	6	42	20	1251	6166	4264	2312	11656	38	1622	37	1076	564	4028	2033	26506	18346	11139	24889	659	80523	147223	0	5712	11111	15037	51379	96730	40	218	4939	0	102880	22230	1296
Immundisolibacteraceae	0	10	4	0	0	0	0	0	0	58	0	6	0	0	0	3	0	2	4	0	0	0	0	35	11	12	43	0	0	0	0	0	8	2	0	27	0	0	0	0	0	0	0
Inhella (no family in NCBI)	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinimonas (no family in NCBI)	40	71	19	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intrasporangiaceae	2630	634437	15968	1878	302	8740	8858	4104	10	23769	723	255	1223	631	365	271	6	1170	26	158	49	563	191	309	212	86	380343	2317	1368	1972	0	26	264	1320	449	118	0	14	480	0	151	99	8
Iodidimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	12
Isosphaeraceae	8	261	11	234	2	129	102	28	8	135	95	1735	53	14	11	91	0	57	4	4	3	31	4	152	130	59	1907	269	167	362	0	8	190	216	131	560	0	0	8	0	250	8	62
Jatrophihabitantaceae	0	100	0	2	0	26	58	20	0	30	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	24	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Jiangellaceae	85	8415	366	9	231	98	207	91	0	147	47	22	966	389	287	1293	8	0	0	313	114	777	101	2018	1509	797	314	0	973	2275	0	18	154	216	2059	618	0	0	0	0	0	0	36
Jonesiaceae	0	0	0	324	0	36	46	2	0	816	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	20	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Kaistiaceae	67	3082	192	83	42	46	138	37	0	46	18	187	188	135	79	21	11	22	2	76	40	160	36	72	104	38	823	5	36	572	0	8	169	302	195	155	0	0	8	0	0	1	103
Kallotenuaceae	0	29	0	0	0	2	0	261	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	22	0	0	16	14	8	0	0	0	0	0	0	0	0
Kangiellaceae	0	16	0	0	2	0	0	0	0	0	0	48	14	23	14	10	18	10	0	17	9	16	6	8	6	6	8	0	0	6	5107	24	34	18	52	82	0	0	0	0	6220	9635	5769
Kiloniellaceae	18	2993	24	51	0	0	10	0	0	0	6	20	16	15	2	0	0	0	0	0	0	2	4	10	11	8	50	0	8	44	0	0	25	14	40	6922	6	0	0	0	42	18	144
Kineosporiaceae	43	1950	107	161	98	10235	4393	1188	40	10347	7277	52	61	35	8	32	8	908	4	22	22	120	10	22	33	7	822	6	74	206	0	0	50	501	90	53	0	4	79	0	133	4	12
Kiritimatiellaceae	6	52	8	0	0	8	0	0	0	0	0	0	6	5	0	26	0	0	0	0	0	0	0	2	2	0	24	0	0	4	0	0	4	2	6	119	0	95	0	0	0	0	12
Kiritimatiellae bacterium (no family in NCBI)	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	0	0	0	6	6	12	6	0	0	0	0	0	0	0
Kiritimatiellaeota bacterium (no family in NCBI)	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	10	9	0	12	0	9	0	0	0	0	0
Kiritimatiellales bacterium (no family in NCBI)	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	8	0	24	0	0	0	0	0
Kofleriaceae	13	131	2	50	0	4	18	19	0	16	0	82	11	27	10	10	0	42	10	0	0	0	0	16	1	4	514	8	0	6	0	0	16	14	22	56	14	0	0	0	0	14	14
Koinonema (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	38	0	0	0	0	0	0	0	0	0	0	0	0	0
Koleobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
Kordiimonadaceae	4	93	8	0	6	0	0	0	0	0	4	8	36	57	14	194	0	12	0	22	14	10	3	162	95	67	134	11	56	16	0	78	226	69	191	289	0	112	2	0	21	0	14
Kosmotogaceae	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Kribbellaceae	10	3288	136	48	68	667	883	513	0	1213	471	90	216	105	74	253	0	119	0	65	8	157	22	235	154	84	1733	74	264	816	0	4	73	453	314	239	0	0	46	0	568	4	35
Krumholzibacteria bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12	0	0	0	0	0	26	13	24	53	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ktedonobacteraceae	0	88	10	0	0	0	4	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	13	4	8	24	0	0	8	0	0	12	10	13	144	0	0	0	0	0	22	12
Ktedonobacterales bacterium (no family in NCBI)	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ktedonobacteria bacterium (no family in NCBI)	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ktedonosporobacteraceae	0	0	0	30	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kytococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Labilitrichaceae	2	54	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	6	0	0	8	21	2	0	0	0	0	0	0	3	117
Lachnospiraceae	504	13384	1731	1772	11	45190	560	6711	4723	3537	1545	5474	40	125	29	6553	356	69	1050	241	377	1077	1657	1380	1011	801	3684	637	0	494	59	60	178	71	379	4398	271	12	41	71	27397	7929	40453
Lacipirellulaceae	978	52721	1088	3679	30	499	268	66	52	94	192	1319	363	302	305	391	14	56	13	64	164	456	113	3114	2505	2489	41219	450	4019	7087	10	100	2382	2561	798	11186	14	0	228	0	715	517	212
Lactobacillaceae	25	351	16	483	4	1509	768	316260	13	195	263	415	39	36	13	319	0	16	0	19	27	92	203	62	79	22	133	192	2	39	2650	162	120	58	111	119	9	10	64	580	344	317	750
Lawsonibacter (no family in NCBI)	0	48	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legionellaceae	32	330	20	593	11	855	46	102	27	37	14	226	107	91	31	100	7	3514	49	16	17	78	42	159	91	68	1106	266	201	293	14	10	506	262	167	1543	0	52	2	0	65	6	255
Legionellales bacterium (no family in NCBI)	0	0	0	2	2	50	0	0	0	0	0	0	0	0	0	0	0	0	4	20	0	4	6	0	0	0	0	0	0	0	0	0	28	8	0	18	0	0	0	0	0	0	6
Lentimicrobiaceae	19	119	17	35	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	14	49	11	0	0	0	0	4	0	0	20	0	26	10	10	8	0	0	0	0	0	0	0
Lentimonas (no family in NCBI)	0	14	2	58	2	0	0	0	0	0	0	0	76	80	23	78	0	0	0	33	15	13	10	20	8	20	60	10	0	6	0	8	51	50	97	99	0	20	0	0	75	0	0
Lentisphaeraceae	0	36	0	0	0	0	5	0	0	0	0	0	37	18	13	31	11	0	0	4	17	4	0	105	48	35	0	0	0	18	20	0	45	37	148	880	12	111	0	0	44	0	0
Lentisphaerae bacterium (no family in NCBI)	0	75	4	4	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	16	2	0	2	0	0	2	8	0	6	0	0	0	0	0	0	0
Lentisphaeria bacterium (no family in NCBI)	1	42	0	0	8	0	0	0	0	0	0	0	27	44	13	100	0	28	5	6	0	12	4	38	25	12	77	14	0	8	0	0	42	51	56	18	0	0	0	0	0	0	0
Leptolyngbyaceae	13	417	36	1588	19	178	37	157	0	48	0	21	558	888	199	3306	30	172	7	46	73	412	100	452	303	195	1320	55	821	10654	0	83	1186	2507	408	1951	34	48	14	0	1697	19	197
Leptospiraceae	23	341	41	86	0	58	5	62	42	30	2	38	38	21	3	35	0	129	0	6	4	28	22	40	42	27	234	45	50	107	0	57	46	68	53	120	47	68	0	0	2064	440	2948
Leptothrix (no family in NCBI)	0	34	0	0	0	76	0	0	0	0	0	12	4	0	0	0	0	16	2	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Leptotrichiaceae	4	170	0	660	0	945	61	230	154	327	41	411	2	4	4	282	10	27	206	12	3	87	65	35	87	64	6	29	76	50	43	40	194	30	233	63	36	386	0	147	335	221	26
Lewinellaceae	465	3629	161	211	18	10	0	4	71	0	0	24	52	45	11	139	83	194	103	12	124	492	62	506	484	283	77	53	0	187	69	28	454	116	179	82	90	79	0	0	166	985	70
Lichenibacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnochordaceae	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Listeriaceae	923	567	717	974	7	1297	483	880	615	1277	2090	2841	29	53	14	1820	174	618	628	472	427	529	734	129	125	84	249	157	20	101	3257	142	198	147	283	246	225	79	457	979	271	284	2688
Litoricolaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	36	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Litorivivens (no family in NCBI)	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	6	4	4	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
Longimicrobiaceae	0	83	2	0	0	2245	8	14	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2	0	12	0	0	0	0	0	15	0	0	0	0	0	0	0
Lusitaniella (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	13	2	0	26	14	0	0	0	0	0	0
Luteibaculaceae	0	0	0	0	0	0	0	0	0	0	0	0	4	6	2	0	0	0	0	0	0	0	0	0	0	0	21	38	0	0	0	0	3	0	4	0	0	0	0	0	0	0	21
Luteimicrobium (no family in NCBI)	0	78	0	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magnetococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	10	0	0	64	26	0	0	0	10	2	37	0	0	0	0	0	0	0
Magnetococcales bacterium (no family in NCBI)	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maricaulaceae	31	198	10	37	0	18	0	0	0	0	0	22	29	32	25	34	0	48	5	8	10	49	11	157	130	58	70	6	43	34	0	40	313	92	170	249	0	40	0	0	136	28	77
marine actinobacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
marine gamma (no family in NCBI)	6	116	12	6	4	0	0	0	0	0	0	0	72	70	28	193	38	0	0	15	35	88	17	198	235	107	41	0	24	20	0	22	510	139	1012	1436	33	2048	12	0	18	0	0
Marinifilaceae	1618	11181	2416	1344	12	10	4	16	1386	0	123	367	6	0	0	62	901	3340	252507	624	468	2564	1525	275	252	65	4816	17444	0	26	16	111	26	8	46	60	0	463	76	339	786912	443616	1057346
Marinilabiliaceae	73716	981669	49161	305651	351	55	0	10	29889	34	1822	2418	39	57	12	613	1496	5214	3116	262	1720	2147	1100	609	481	63	2982	21296	289	73	32	415	472	184	253	425	168	83	0	32877	13909	5713	20002
Marinilabiliales bacterium (no family in NCBI)	6	16	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	34	40	14	11	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Mariprofundaceae	2	86	8	12	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	4	8	0	0	4	3	16	0	0	6	0	0	16	0	0	63	0	0	10	0	0	0	0
Marivirgaceae	16	425	53	59	0	0	0	0	0	8	0	42	0	8	0	12	28	56	28	0	0	0	0	7	2	6	48	24	18	56	73	8	39	9	31	39	0	24	0	0	0	221	10
Melioribacteraceae	0	6	4	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	10	0	16	0	0	0	0	20
Merismopediaceae	8	8	2	6	0	66	17	16	0	0	0	0	52	165	12	434	0	0	0	59	26	116	10	771	618	477	178	250	0	472	0	0	528	172	85	28	0	0	0	0	0	0	0
Mesoaciditogaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methanotrophic bacterial endosymbiont of Bathymodiolus sp. (no family in NCBI)	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
Methylacidimicrobium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Methylibium (no family in NCBI)	2	50	0	27	0	20	14	0	0	141	0	30	0	0	0	0	0	0	0	0	5	0	0	0	0	0	198	0	0	14	0	0	4	4	3	8	0	0	0	0	0	0	0
Methylobacteriaceae	132	5592	352	341	260	53898	36116	10367	40	15886	17392	1164	447	343	156	260	33	202	31	118	107	331	185	677	574	255	4777	154	580	1537	10	64	1119	3521	1112	2485	32	37	486	0	624	198	766
Methylobrevis (no family in NCBI)	0	20	0	6	0	6	96	5	0	28	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0
Methylococcaceae	82	868	57	630	8	51	19	10	15	6	17	203	262	293	84	490	44	4368	101	33	67	106	111	470	369	263	16556	118	10	128	11	92	672	292	556	5233	81	62	14	0	66	58	130
Methylocystaceae	53	636	164	102	22	604	642	190	0	1264	14	223	82	83	39	32	3	43	10	14	34	75	26	89	44	35	687	44	102	175	0	6	65	55	87	158	0	0	22	0	0	0	0
Methylophilaceae	8	189	14	42	0	45	2	6	0	10	0	44	7	8	0	16	0	6	0	0	0	0	0	8	7	4	32	0	0	4	0	0	30	2	16	118	0	0	0	0	0	0	18
Methylothermaceae	0	0	0	0	14	0	0	0	0	0	0	14	34	39	18	57	0	6	10	4	11	60	35	52	26	8	27	0	0	23	0	0	42	25	24	827	0	0	0	0	0	0	0
Micavibrio (no family in NCBI)	34	26	12	0	0	10	18	0	0	0	0	30	2	5	0	14	0	0	8	6	6	22	10	54	52	23	51	0	0	10	0	0	69	14	65	108	0	0	0	0	46	9	12
Microbacteriaceae	1843	378021	12201	6189	310	273168	289628	143396	1092	655919	10536	59821	684	425	288	929	24	907	154	157	134	666	1215	749	680	353	291073	3402	2961	3015	6	207	994	7197	1483	1004	5	139	10973	6	765	284	242
Microbulbiferaceae	234	4628	310	627	114	660	5531	107	8	57	41	54150	966	971	379	4119	38	345	68	173	223	658	239	2491	1891	1161	4663	712	6614	13914	255	348	3380	2106	2485	3786	83	904	692	0	75	23	576
Micrococcaceae	33	4123	206	386	38	2817	3402	1526	8	14618	743	334	193	136	108	202	0	98	6	36	26	126	120	399	417	358	3166	65	513	602	0	58	175	625	275	167	0	12	263	0	461	73	106
Micrococcales bacterium (no family in NCBI)	29	3128	128	80	11	7346	7377	5659	0	857	6	0	99	56	32	472	2	0	0	16	6	33	10	44	53	31	2232	8	0	30	0	0	0	8	4	205	0	10	199	0	0	0	0
Microcoleaceae	6476	1322	6317	3816	14	10075	14821	12664	4046	9836	6266	31609	4236	3708	5629	607	1816	4801	2929	3941	3932	3093	3436	1662	1561	1333	8659	709	1245	4089	98	18874	3135	1455	1444	19126	9151	5904	3909	0	9773	10330	7899
Microcystaceae	26	533	14	123	18	6	0	32	6	32	9	32	1430	6933	1165	3553	11	58	5	1437	248	765	296	3849	3346	2693	5457	465	891	4898	0	6	3563	1221	239	1178	83	8	0	0	134	25	198
Micromonosporaceae	313	16572	637	8608	213	36897	26204	8634	106	713144	17715	5482	912	467	302	1251	70	1005	62	294	142	749	232	1369	1103	669	51168	1005	5257	4563	0	947	581	1664	1648	1589	0	202	30100	0	1045	192	242
Micropepsaceae	25	81	24	0	2	0	0	0	0	0	0	0	2	8	2	0	0	0	0	8	687	6	260	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Microscillaceae	0	12	5	6	2	0	0	0	0	0	0	0	6	4	0	6	0	0	0	0	0	14	0	5	6	0	0	6	0	0	0	0	0	0	0	74	32	0	0	0	124	0	12
Microthrixaceae	21	2722	124	56	8	99	99	64	57	6	0	136	109	64	36	86	4	132	2	12	44	25	8	169	127	38	1382	31	967	1143	68	38	48	120	326	548	0	0	8	0	10662	402	476
Minicystis (no family in NCBI)	0	0	0	0	0	4	18	4	0	30	10	74	1	2	0	0	0	6	0	0	0	0	0	0	0	0	652	75	0	24	0	2	0	0	0	0	0	0	0	0	0	0	0
Minwuiaceae	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	8	0	0	17	0	0	0	0	10	0	0	0	0	0	0	10	0
Mitsuaria (no family in NCBI)	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mongoliimonas (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moraxellaceae	5838	2676	5031	10708	81	10957	12148	8529	22155	23395	12200	84315	5037	4128	5693	6622	4831	12674	7608	8761	7112	6202	7923	3781	3869	3721	3713	965	3584	3094	31998	13338	866	733	557	3768	3881	303	10979	61	71982	5658	17448
Morganellaceae	4481	3506	3487	233	193	417	431	358	617	958	608	877	33	32	17	99	98	131	69	44	93	184	102	989	643	214	341	90	23	163	314	432	197	74	126	1371	214	444	212	0	1074	483	1658
Moritellaceae	25	249	23	36	0	60	93	40	12	0	95	591	21	20	18	0	0	0	0	23	22	16	19	4	10	3	146	0	0	2	36	0	25	28	178	471	39	179	22	0	31	5	24
Motilibacteraceae	0	46	1	0	0	14	23	8	0	55	42	0	0	0	0	23	0	2	0	0	0	0	0	4	2	0	66	0	108	20	0	0	0	0	0	0	0	0	0	0	0	0	12
Motilimonas (no family in NCBI)	38	19667	2	198	0	0	0	0	0	0	0	19084	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	27	0	76	0	0	0	0	0
Muribaculaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	61	29	5	6	0	0	6	0	0	4	2	12	0	0	0	0	0	0	0	0
Mycobacteriaceae	1947	624325	4285	2285	608	72417	120490	69581	28	3992	1743	114782	2748	2007	1081	3171	39	848	33	524	332	2267	752	2852	2187	1568	26491	825	9553	8329	12	608	3885	8131	3609	4853	8	348	2758	0	2631	827	830
Mycoplasmataceae	150	660	4	15437	0	2235211	499008	307991	0	17104	42	32533	1676	3521	1078	2266	5	7	20	12	5	8	77	22970	29806	5857	72965	138	0	91	1303184	493402	620407	770218	300124	34	438760	644	1754	10	1545308	577601	3757591
Myxococcaceae	17	992	61	3450	2	1310	1284	91	0	855	8	439	57	85	22	377	18	154	27	42	29	74	25	269	143	83	25745	632	436	196	0	88	247	208	321	1145	14	34	4	0	233	345	690
Myxococcales bacterium (no family in NCBI)	4	327	23	139	70	4	38	16	0	44	20	76	1234	1376	528	691	14	821	149	170	505	1444	372	5317	3617	2312	5944	112	1227	1501	0	64	2304	1280	2731	2825	6	10	4	0	24	8	144
Nakamurellaceae	4	786	33	22	6	1268	1164	1318	0	147	98	36	4	2	0	11	0	0	0	4	0	16	0	16	5	6	537	10	182	27	0	0	48	106	46	16	0	4	86	0	27	0	0
Nannocystaceae	4	58	0	1148	0	488	159	18	0	586	305	42	19	21	4	10	24	14	4	0	0	0	0	25	21	4	4960	20	0	20	0	66	20	10	50	239	0	2	16	0	5	22	86
