	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
Dehalococcoidia bacterium (no family in NCBI)	2	32	1	10	0	0	0	22	0	5	0	0	16	18	6	0	0	370	90	0	0	0	0	0	0	0	216	0	0	10	0	0	15	2	2	52	0	0	0	0	2	0	10
Dehalogenimonas (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcaceae	2	380	36	49	0	101	47	50	0	8	24	58	20	42	4	55	22	0	0	1	4	21	8	54	35	23	269	126	20	50	0	0	59	81	60	113	0	0	0	44	79	8	44
Deinococcus-Thermus bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	7	8	6	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
delta proteobacterium (no family in NCBI)	2	53	12	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	6	10	0	0	0	0	6	0	0	0	0	0	5	5	1	18	0	0	0	0	0	0	0
Deltaproteobacteria bacterium (no family in NCBI)	166	2744	461	222	278	28	75	12	58	59	58	357	1911	3342	862	342	40	3206	833	155	220	818	543	1008	655	387	4772	62	116	233	0	40	827	711	326	5539	0	6	10	0	54	97	394
Demequinaceae	22102	721299	72223	9870	5231	6999	43024	2783	182	230771	314	250472	1028	638	309	376	8	121	8	721	320	2334	30893	285	164	124	224044	1363	1884	1594	0	30	573	1182	531	516	0	2	172	0	0	0	8
Dermabacteraceae	0	30	12	0	0	6694	72822	4416	0	703	0	2	0	0	0	13	0	10	0	0	0	0	0	0	0	0	223	0	66	10	0	0	0	19	0	13	0	8	228	0	0	0	0
Dermacoccaceae	0	360	24	12	0	32	67	8	0	72	0	0	12	12	4	10	0	0	0	0	0	0	0	0	0	0	627	2	0	22	0	0	0	22	10	8	0	0	20	0	0	0	0
Dermatophilaceae	2	208	30	45	0	25	155	77	0	41	0	0	0	4	0	0	0	16	12	0	6	0	6	8	0	1	342	85	0	2	0	0	8	71	4	0	0	0	4	0	0	0	0
Dermocarpellaceae	0	4	0	54	0	19	6	4	0	12	0	0	0	10	0	90	0	14	0	0	1	20	88	0	0	0	618	0	0	343	0	0	90	8	10	100	0	0	8	0	0	0	0
Desertifilaceae	0	8	0	12	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	17	9	0	60	0	0	11	0	58	28	30	31	18	0	0	0	0	8	0	0
Desulfarculaceae	19	364	34	0	4	0	6	10	0	0	0	0	10	27	12	36	0	10	2	4	6	16	14	3	8	1	28	2	0	10	0	0	28	2	2	177	0	0	72	0	0	0	0
Desulfobacteraceae	3912	98991	4123	179	859	665	8	0	1604	4	4	153	5317	9629	2672	2547	75	11624	3105	649	1041	4043	2127	18059	12897	8762	9203	524	1667	891	0	18	8977	5559	7890	124067	26	65	34	36	204	329	512
Desulfobacterales bacterium (no family in NCBI)	66	1441	331	12	65	0	0	0	10	0	0	0	429	677	193	1019	12	1046	269	56	53	114	68	720	463	351	1168	12	257	532	0	0	1355	782	1150	4165	0	0	0	0	0	0	0
Desulfobulbaceae	29322	376838	75548	2885	1248	941	511	306	2611	330	466	583	10647	10496	5164	139177	192	1430	460	2257	3860	7015	2612	72358	49443	31230	6385	326	18538	34131	8	196	130787	84817	131763	180565	463	225	599	0	487852	37711	197657
Desulfohalobiaceae	2	24	5	0	5	0	0	0	0	0	0	0	10	9	8	90	0	36	2	6	7	15	4	2	4	4	10	0	0	0	0	0	4	23	0	0	0	0	0	0	25	0	0
Desulfomicrobiaceae	2	58	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	35	4	0	0	0	0	0	0	0	16	0	0	0	0	8	6	1	0	12	0	0	0	0	76	172	308
Desulfonatronaceae	8	59	0	16	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	2	4	0	0	0	0	22	0	0	0	0	0	0	0	0	8	0	0	0	0	7	0	0
Desulfovibrionaceae	8704	48312	6006	252	56	56	2	15	284	22	0	84	106	187	59	220	52	145	102	328	31686	480	5910	548	336	260	421	185	25	166	0	38	1307	337	822	1872	50	629	6	0	90012	151256	151773
Desulfurellaceae	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfurellales bacterium (no family in NCBI)	12	10	0	0	0	49	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfurobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfuromonadaceae	269	1559	324	2	2	4	0	0	477	0	0	18	154	161	50	603	0	24	4	0	6	20	26	229	147	120	193	2	34	42	0	0	214	82	102	507	14	0	6	0	59	0	47
Desulfuromonadales bacterium (no family in NCBI)	8	152	8	0	1	0	0	0	0	0	0	0	19	54	14	21	0	24	0	4	8	19	6	26	11	7	248	5	151	26	0	0	16	74	6	1250	0	0	0	0	0	0	8
Dethiosulfatibacter (no family in NCBI)	0	0	0	7	0	0	0	0	142	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	4	20
Devosiaceae	80	2621	179	233	41	1505	2298	508	0	2031	26	1179	157	65	49	37	20	90	6	40	16	165	85	100	79	32	1127	50	275	420	88	27	103	97	82	506	19	4	48	0	605	887	823
Dictyobacteraceae	0	0	0	0	0	0	0	0	0	14	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	8	0	4	0	6	0	0	0	0	2	0	17	0	0
Dietziaceae	0	206	8	0	0	69	67	53	0	131	24	16	6	0	0	14	0	0	0	0	0	0	0	29	21	4	27	0	0	30	0	6	5	13	2	18	0	0	28	0	10	2	8
Dissulfuribacter (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0
Dissulfurirhabdaceae	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dysgonomonadaceae	50	479	95	47	0	68	39	24	10	180	8	547	0	0	0	111	4157	19020	13354	54	45	217	66	4	4	5	2254	126	0	6	0	451	20	2	4	34	0	0	0	22	3980	736	62
Ectothiorhodospiraceae	100	1329	64	1290	48	6	2	9	12	14	0	164	617	840	242	1350	83	1524	142	63	68	196	111	1348	870	600	3230	54	104	455	35	125	1817	870	641	8100	4	50	54	0	58	38	128
Eggerthellaceae	0	54	2	8	0	26	0	0	20	0	0	7	4	1	2	0	0	0	0	0	0	0	0	0	0	0	68	0	0	14	0	0	68	43	48	0	0	209	0	0	11	0	2
Egibacteraceae	10	110	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	10	0	0	0	0	4	6	0	0	0	0	33	0	0
Egicoccaceae	2	343	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	6	2	4	0	36	0	23	76	0	0	0	0	0	0	0	0	0	0	0	18	0
Elioraeaceae	0	0	0	0	0	0	20	0	0	0	0	77	8	19	16	60	0	10	0	0	0	0	0	41	15	1	288	194	213	40	0	0	10	5	4	138	0	0	0	0	0	0	0
Elusimicrobia bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elusimicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	6	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emcibacteraceae	111	843	87	35	10	0	0	6	0	27	0	0	49	87	19	6	0	0	18	4	21	34	27	51	16	12	144	0	2139	375	0	16	145	88	2	31	0	0	0	0	12	0	14
Endomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	14	2	0	0	0	0	0	0	0	0	0	0	0	8	69	0	0	0	0	0	0	0
endosymbiont of Escarpia spicata (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	18	18	6	10	0	0	0	0	0	0	0	5	3	2	0	0	0	0	0	0	15	9	0	15	0	0	0	0	0	0	0
endosymbiont of Lamellibrachia barhami (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0
endosymbiont of Ridgeia piscesae (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	16	11	1	0	0	0	0	0	0	0	0	11	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
endosymbiont of Seepiophila jonesi (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	0	0	0	0	0	0	0	0
endosymbiont of Tevnia jerichonana (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	37	36	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0
endosymbiont of unidentified scaly snail isolate Monju (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endozoicomonadaceae	31	66	17	0	67	0	0	0	0	0	0	13	33	42	18	14	10	22	6	21	55	96	31	161	155	101	0	13	0	34	13	0	2794	129	594	793	14	589	0	0	23	3	13
Enhydrobacter (no family in NCBI)	2	40	2	10	0	6	10	7	0	0	0	18	0	0	0	0	0	19	0	4	1	2	0	0	0	0	89	0	0	6	0	0	29	17	0	36	0	0	0	0	0	0	0
Enhygromyxa (no family in NCBI)	0	67	0	34	0	0	0	0	0	13	36	36	4	11	2	26	0	0	0	0	2	8	0	4	4	2	148	6	16	12	0	4	15	4	0	20	38	0	0	0	0	0	13
Enterobacteriaceae	36069	22266	9249	13061	10050	14427596	71135	33109	10891	1562606	22001	16903	2205	1934	2308	5308	1801	6579	4099	1708	2433	4785	2124	6386	5588	5327	12985	11090	19513	5344	7477	3285	44439	42555	48104	14219	2386	1113	4976	48	12158	11332	14942
Enterococcaceae	24	230	35	1181	12	9222	2863	2499	106	11352	548	948	20	49	6	667	133	396	534	81	105	955	303	324	327	142	250	298	18	448	5669	2401	118	289	115	200	22	143	61	284	590	1167	1378
Entomoplasmataceae	0	0	0	3	0	0	0	0	0	64	126	0	12	30	8	0	0	0	10	2	0	41	10	0	0	0	0	0	0	0	0	0	2	5	8	0	8	0	0	0	1	2	26
Entophysalidaceae	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	6	0	0	0	35	0	0	0	0	0	0	0	0	0
Epsilonproteobacteria bacterium (no family in NCBI)	0	14	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	4	8	0	0	0	0	0	19	4	0	0	0	0	0	0	0	0	0
Erwiniaceae	685	497	145	1181	13	174998	5153	8953	562	9625	126	10256	5506	1970	12798	29	78	116	23	4	43	6	40	485	235	192	284	8	0	55	0	51	178	346	271	75	0	6	58	16	48	29	14
Erysipelotrichaceae	0	63	0	313	0	987	33	269	92	61	55	246	8	8	2	100	327	2525	10605	573	1120	8721	1444	211	284	109	3500	6072	0	6	63	104	271	10	38	10	80	0	0	98	2282	588	3008
Erysipelotrichales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelotrichia bacterium (no family in NCBI)	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	8	0	0	0	0	0	0	0	0	0
Erythrobacteraceae	6623	24849	2633	7447	10	220	144	16	485	7577	24	44728	195	152	55	279	25233	24445	4263	235	187	318	218	2057	1799	613	3943	414	3330	3917	1336	6528	2255	633	725	660	8	930	92	0	272778	27351	9496
Eubacteriaceae	6	416	44	50	0	538	4	158	36	12	6	110	0	0	0	67	14	24	50	2	0	28	28	290	120	45	138	76	0	6	0	0	40	21	6	0	0	0	13	0	632	251	1383
Euzebyaceae	27	2704	159	33	2	16	46	0	0	55	263	6	43	38	18	345	0	39	0	12	0	38	10	126	102	62	362	32	2497	3160	0	10	93	41	124	415	0	0	10	0	670	46	4
Euzebyales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Exiguobacterium (no family in NCBI)	0	208	6	86	0	3778	3328	8298	63	84	17	40	34	45	6	105	0	50	36	0	0	0	0	49	8	17	2883	0	40	71	4	0	45	20	53	20	0	4	74	15	37	0	0
Fastidiosibacteraceae	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	66	0	0	16	0	0	4	0	8	60	0	0	0	0	0	0	0
Ferrimonadaceae	69	488	63	277	9	0	0	0	61	0	0	114	15	6	4	73	10	6	0	26	13	81	13	86	69	48	24	4	88	42	0	99	365	160	12789	853	0	87	228	0	2	598	20
Ferrovaceae	0	16	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fervidobacteriaceae	0	8	0	16	0	13	0	12	0	0	0	0	12	7	0	0	0	0	0	6	4	0	2	70	74	59	0	0	0	0	0	8	0	0	0	10	0	0	0	0	0	10	0
Fibrobacteraceae	24	257	33	40	0	21	0	16	12	13	0	14	0	0	0	0	0	0	0	2	0	7	20	0	0	0	36	13	16	8	0	0	6	6	6	6	25	0	0	0	276	7	243
filamentous cyanobacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	10	2	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0
Fimbriimonadaceae	0	6	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	132	150	205	12	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes bacterium (no family in NCBI)	0	26	0	11	0	0	0	10	0	0	9	12	2	2	6	0	0	4	0	6	0	3	6	0	0	0	29	0	0	10	0	0	0	0	0	0	12	0	0	0	11	0	0
Flammeovirgaceae	256	4112	714	577	180	26	14	0	176	0	30	308	643	685	229	1086	19	523	2144	159	221	973	326	3146	1813	1017	422	484	637	1081	875	121	3333	1236	2564	3323	44	474	36	57	98	207	480
Flavobacteria bacterium (no family in NCBI)	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacteriaceae	27519	193486	759296	160514	4570	47094	20172	4360	9947	4783	8444	284584	41323	47320	20160	151830	3946	19679	154351	13589	38177	69371	18749	322489	222369	172586	24551	1090047	11014	77691	2210970	29120	878714	98083	159587	315291	25004	28441	73936	615	302162	1187291	669885
Flavobacteriales bacterium (no family in NCBI)	40	176	23	77	2	10	0	2	0	38	0	4	8	8	14	208	0	2	28	9	30	99	40	85	62	30	158	71	134	314	78	75	260	73	61	81	93	162	41	0	101	308	667
Flavobacteriia bacterium (no family in NCBI)	0	18	18	0	2	38	2	0	0	0	0	0	8	9	0	0	0	0	12	5	11	22	20	54	57	46	6	23	0	12	3	30	52	11	14	59	0	117	7	0	0	90	0
Flexibacteraceae	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flintibacter (no family in NCBI)	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fodinicola (no family in NCBI)	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
Fortieaceae	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Francisellaceae	9	103	19	679	0	147	106	161	8	47	193	171	2	4	0	24	0	12	18	0	9	23	71	39	26	22	275	85	452	144	82	0	107	45	32	393	0	23	25	17	34	64	5
Frankiaceae	227	8812	379	204	19	275	337	459	0	1141	447	295	154	81	34	156	0	91	17	33	15	75	28	62	33	22	3116	17	605	669	0	71	110	162	118	109	0	6	20	0	199	36	82
Frankiales bacterium (no family in NCBI)	0	10	0	0	0	208	50	78	0	0	0	0	4	6	0	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Fulvivirgaceae	47	521	111	635	8	13	0	0	144	77	0	181	305	573	145	19568	8	4	4	68	215	841	202	5851	4431	3104	538	882	437	2130	9	64	2820	1297	479	641	18	69	6	28	19	66	66
Fusobacteriaceae	58	87739	62	34770	0	724	44	331	117	209	330	848	16	81	9	712	101	22	237	54	128	385	239	176	285	83	280	160	142	12	62	29	331	210	12990	1309	153	16241	175	1299	9196	101693	20767
Fusobacteriia bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0
Gaiellaceae	0	17	0	0	0	0	106	27	0	56	0	14	0	0	0	0	0	10	0	0	0	0	0	0	0	0	406	0	22	97	0	0	4	4	1	0	0	0	0	0	0	0	0
Gaiellales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gallaecimonas (no family in NCBI)	150	108	23	437	2	0	0	0	20	2973	0	16	0	0	0	0	0	0	0	0	52	0	20	0	0	0	37	0	0	0	0	0	2	0	6	407	0	0	0	0	26	23	15078
Gallionellaceae	2	78	15	0	0	8	0	0	17	6	0	0	14	13	8	31	0	36	0	0	0	0	0	7	12	4	40	0	0	12	0	0	6	2	48	182	0	0	0	0	0	2	36
Gallionellales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	51	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gamma proteobacterium (no family in NCBI)	29	64	0	4	14	0	0	0	0	0	8	0	72	47	25	12	0	0	0	17	53	88	30	770	623	252	32	4	16	16	0	22	692	105	194	92	6	6	0	0	8	4	2
gamma proteobacterium endosymbiont of Lamellibrachia anaximandri (no family in NCBI)	0	8	0	0	0	0	0	0	0	0	0	0	24	10	6	0	0	0	0	0	0	0	0	14	4	15	0	0	0	0	0	0	18	10	8	18	0	0	0	0	0	0	0
gamma proteobacterium symbiont of Ctena orbiculata (no family in NCBI)	0	26	0	0	0	0	0	0	0	0	0	0	16	30	10	0	0	0	0	0	0	2	4	49	33	8	18	0	0	0	0	0	10	6	2	234	0	0	0	0	0	0	0
gamma proteobacterium symbiont of Stewartia floridana (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	66	62	0	0	0	0	0	562	0	0	0	0	0	0	0
Gammaproteobacteria bacterium (no family in NCBI)	988	21453	2388	4534	633	209	84	74	9	74	29	1425	16996	20663	8271	31249	893	68177	9620	1202	1090	4166	1050	15127	13065	7936	36469	1016	3276	4168	6091	628	19738	9387	8676	30123	263	304	107	0	989	1004	1228
Gemella (no family in NCBI)	0	0	0	23	0	0	0	0	0	0	8	0	0	0	0	12	657	11	2	1114	698	2734	3186	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	14	0	0
Geminicoccaceae	8	431	13	126	5	22	183	6	0	58	6	60	4	15	0	69	0	12	0	6	2	28	6	68	41	19	377	0	157	397	0	6	29	60	104	516	0	4	8	0	8	78	129
Geminocystaceae	12	148	22	104	14	0	0	0	0	0	0	0	818	1732	428	2323	0	12	0	1430	558	1051	375	4421	4222	3764	1845	311	0	302	0	0	4513	2147	168	39	6	0	0	0	5	2	3
Gemmataceae	0	189	10	3303	14	593	213	101	6	1195	84	2530	20	13	4	80	0	88	1	9	14	16	7	20	16	7	10588	177	641	316	0	30	123	182	145	179	0	8	16	0	38	0	32
Gemmatimonadaceae	139	3840	151	129	40	56	28	14	0	8	7	18	817	862	326	2733	33	522	72	111	131	585	217	1541	1247	778	1949	85	177	496	21	245	1734	812	553	861	120	7	0	0	0	2	130
Gemmatimonadales bacterium (no family in NCBI)	6	142	8	12	2	0	0	0	0	0	0	0	6	4	0	48	0	126	21	4	6	16	2	15	15	12	360	0	0	2	0	0	16	17	0	10	0	0	0	0	0	0	0
Gemmatimonadetes bacterium (no family in NCBI)	176	4322	180	411	110	47	29	3	0	6	27	22	2449	2587	1347	17026	13	573	96	530	522	1278	566	4238	3189	2235	1428	405	1146	985	0	89	8615	3491	1073	191	26	0	0	0	0	64	27
Geobacteraceae	93	740	107	10	18	26	2	13	18	7	0	24	72	106	42	34	0	147	25	13	28	93	48	60	50	16	283	31	158	1183	0	0	128	74	116	369	0	14	4	0	32	0	77
Geodermatophilaceae	58	5590	317	210	62	6526	6557	3611	6	3806	2053	367	386	168	116	525	4	106	0	73	48	261	68	429	311	208	2405	37	1445	1283	0	76	725	13995	1600	378	10	80	903	0	138	10	70
Ghiorsea (no family in NCBI)	687	118	657	734	1006	13	22	46	1470	113	425	2293	2819	2601	4592	48	1090	1885	1896	2184	1921	1828	2010	6565	5901	4760	953	1587	22	58	0	66	4416	3869	5106	1108	20519	2073	1100	0	22	0	0
Gloeobacteraceae	0	4	2	335	0	0	8	0	0	4	0	42	0	0	0	14	0	0	0	0	0	0	0	0	0	0	456	2	10	34	0	0	9	6	0	0	0	0	0	0	0	0	0
Gloeomargaritaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
Glycomycetaceae	0	58	4	21	0	6	14	10	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	44	0	0	10	4	0	6	0	0	0	0	0	0	0
Gomontiellaceae	0	0	0	0	0	6	2	8	0	0	0	0	14	11	4	28	0	0	0	8	0	0	2	9	5	0	0	0	0	6	0	0	0	0	0	34	0	0	0	0	0	0	0
Gordoniaceae	7	3015	72	39	10	1243	1842	983	0	207	2	1001	16	13	4	24	0	10	0	4	0	32	16	359	273	246	1241	14	57	190	0	12	106	449	159	73	0	0	12	0	22	0	16
Gottschalkiaceae	0	0	0	0	0	15	0	75	0	0	0	0	0	0	0	24	0	0	0	2	1	18	17	6	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	6	0	42
Gracilibacteraceae	2	6	0	0	0	16	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulosicoccaceae	42	277	24	52	15	0	0	0	0	0	0	0	135	200	46	128	4	22	6	11	377	38	351	51	66	37	145	2	78	66	0	6	336	133	47	1158	0	0	285	0	31	0	8
Hafniaceae	19	8	0	0	0	10	0	0	0	25	0	16	4	2	0	0	6	43	2	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	54	0	0	0	0	0	4	3	11
Hahellaceae	65	102	26	264	0	2	8	2	15	24	0	22	41	67	15	212	4	2	12	17	0	12	20	38	55	14	523	0	28	10	0	6	467	6	52	218	52	14	0	0	0	0	0
Halanaerobiaceae	2	1	0	0	0	1	0	0	0	0	115	20	0	0	0	0	0	0	0	0	0	6	4	2	27	9	16	0	0	0	0	0	3	2	0	0	0	36	0	0	0	0	200
Halieaceae	53210	632614	26697	20415	27635	864	368	51	39	138	160	58055	181997	173478	74568	784932	27352	23235	23434	54938	105109	172647	78884	916918	750137	479613	298582	25739	38806	39757	52128	269968	1347899	459426	1303737	1464611	29905	348879	5666	0	53305	6293	6556
Haliscomenobacteraceae	8	99	10	61	0	8	0	0	0	0	0	0	57	96	11	74	36	103	48	6	53	175	32	190	180	119	6	8	232	459	0	12	308	53	108	310	102	128	1	0	26	176	16
Halobacteriovoraceae	18	30	6	10	0	0	0	0	0	0	0	92	0	0	0	12	8	0	0	2	0	0	20	5	2	2	14	2	0	82	0	0	14	9	0	8	0	0	0	0	0	56	2
Halobacteroidaceae	0	0	0	98	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	42	0	0	19	10	0
Halomonadaceae	456	3567	482	608	35	348	57	26	17	1009	6	492	560	524	237	1966	73	376	34	140	103	252	199	1092	925	497	2531	303	346	480	360	187	1696	663	1519	4419	132	214	66	0	368	392	460
Haloplasmataceae	0	0	0	15	0	0	0	0	17	8	0	0	0	0	0	112	0	0	0	4	0	4	4	101	111	37	4	106	0	0	0	0	52	0	85	0	0	0	0	0	0	10	0
Halospina (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	18	12	0	0	0	0	0	0	0
Halothiobacillaceae	36	136	15	0	2	16	73	191	0	9	6	22	34	10	6	54	0	25	0	0	5	24	18	11	3	0	172	20	282	204	10	0	23	58	6	69	0	4	8	0	23	0	0
Hapalosiphonaceae	0	69	4	12	2	70	52	166	0	0	0	222	17	73	8	50	0	4	6	21	24	21	19	96	55	30	264	4	24	211	0	0	123	72	30	239	6	0	0	0	0	0	0
Hartmannibacter (no family in NCBI)	0	73	4	0	0	0	0	0	0	0	0	12	1	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	0	0	31	14	0	6	0	0	0	0	0	0	0
Helicobacteraceae	8	40	0	86	9	0	0	0	0	12	0	18	2	4	0	6	1	13	19	21	72	30	40	1	9	0	967	32	0	14	0	0	53	43	19	33	0	18	10	54	20	0	0
