	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
Candidatus Moduliflexus (no class in NCBI)	20	180	4	8	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Moranbacteria bacterium (no class in NCBI)	24	1347	10	2	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Muproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	62	9	0	0	0	0	10	5	4	62	0	0	12	0	0	0	0	0	390	0	0	0	0	0	0	0
Candidatus Nanosyncoccalia	0	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Nealsonbacteria bacterium (no class in NCBI)	6	129	2	10	0	0	0	0	0	0	0	0	28	10	2	89	0	22	2	2	0	0	2	30	17	23	107	0	0	0	0	0	10	24	8	46	0	0	0	0	0	0	0
Candidatus Niyogibacteria bacterium (no class in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Obscuribacterales (no class in NCBI)	0	29	0	0	0	22	0	10	0	0	4	28	0	0	0	0	0	8	2	0	4	2	4	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Omnitrophica bacterium (no class in NCBI)	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	12	0	0	0	0	0	4	2	0	46	0	0	0	0	0	0	0
Candidatus Omnitrophus (no class in NCBI)	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Ozemobacteria	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Pacebacteria bacterium (no class in NCBI)	30	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Parcubacteria bacterium (no class in NCBI)	26	16	4	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	8	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Peribacteria	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	14	0	32	0	0	4	0	0	8	0	0	12	0	0	0	0	0	0	0
Candidatus Poribacteria bacterium (no class in NCBI)	0	17	0	0	10	0	8	0	0	0	0	0	3	6	2	9	0	0	0	12	8	32	16	0	0	0	0	0	0	6	0	0	24	22	2	44	0	8	0	0	0	0	0
Candidatus Riflebacteria bacterium (no class in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Riflemargulisbacteria	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	4	3	2	0	14	0	0	12	0	0	2	6	0	48	0	6	0	0	2	0	20
Candidatus Roizmanbacteria bacterium (no class in NCBI)	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Rokubacteria bacterium (no class in NCBI)	0	50	4	0	0	2	89	24	0	0	0	16	13	13	6	0	0	0	0	2	2	0	2	15	22	13	121	0	48	16	0	0	3	2	10	46	0	0	0	0	0	0	0
Candidatus Saccharibacteria bacterium (no class in NCBI)	143	974	205	309	4	2530	716	278	0	2282	20	2451	12	28	8	193	12	256	95	0	0	16	16	23	42	6	253	40	10	619	0	0	89	46	114	188	0	28	135	0	152	126	0
Candidatus Saccharimonas (no class in NCBI)	2	28	4	14	0	4	2	0	0	16	0	274	0	0	0	0	0	0	0	0	0	0	0	7	8	4	45	42	86	55	0	4	0	0	0	12	0	0	0	0	12	21	0
Candidatus Saccharimonia	0	0	0	0	0	324	79	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	16	0	0	0	0	0	0	0	10	29	0
Candidatus Sericytochromatia	0	0	0	4	2	0	2	0	0	0	0	0	6	8	4	0	0	2	4	6	10	26	4	35	50	23	4	0	0	18	14	0	0	0	0	15	0	0	0	0	0	0	28
Candidatus Shapirobacteria bacterium (no class in NCBI)	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Stahlbacteria (no class in NCBI)	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
Candidatus Sumerlaeia	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Sumerlaeota bacterium (no class in NCBI)	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Tectomicrobia bacterium (no class in NCBI)	0	0	0	0	0	0	30	4	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Termititenacia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Thermofonsia	0	66	4	6	0	255	172	220	0	0	0	0	4	8	0	126	0	0	0	0	23	0	12	2	0	2	105	0	38	33	0	0	24	8	29	73	0	0	0	0	0	0	123
Candidatus Uhrbacteria bacterium (no class in NCBI)	0	12	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Vecturithrix (no class in NCBI)	6	69	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	6	0	0	0	0	0	2	0	12	0	6	0	0	0	0	0	0
Candidatus Wallbacteria bacterium (no class in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Woesebacteria bacterium (no class in NCBI)	2	27	4	0	0	0	0	0	0	0	0	0	9	23	2	41	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	14	0	0	6	0	0	0	0
Chitinispirillia	0	46	0	23	0	9	3	1	0	3	0	4	2	0	0	47	8	0	0	0	0	0	0	14	8	1	14	0	0	8	0	0	0	0	0	6	0	0	0	0	6	0	0
Chitinivibrionia	22	129	14	6	0	8	0	0	16	0	0	0	6	8	8	6	0	0	0	0	0	0	0	12	19	21	33	2	0	8	0	0	26	11	9	129	0	0	0	0	0	2	14
Chitinophagia	346	2177	594	3440	8	612	347	218	85	1119	10	77825	500	445	372	1567	26	2052	146	78	167	523	199	3898	3138	1739	15018	468	442	1639	4389	414	2059	528	453	563	300	463	66	7	15098	39998	7933
Chlamydiae bacterium (no class in NCBI)	4	24	0	87	0	0	0	0	0	4	0	16	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydiia	109	3948	87	299	0	67	188	243	98	25	65	64	4	17	3	412	0	27	78	0	0	18	0	50	25	55	478	315	102	210	0	22	147	60	44	142	7	49	58	0	24	7	16
Chlorobi bacterium (no class in NCBI)	0	68	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Chlorobia	193	1333	141	115	12	41	3	10	109	26	0	84	50	61	28	95	0	10	0	67	73	97	70	134	117	60	208	19	0	126	8	62	341	171	397	310	6	0	0	0	0	12	25
Chloroflexi bacterium (no class in NCBI)	265	23988	1257	173	1178	196	1002	254	0	89	25	264	2370	1412	822	1898	29	683	170	451	204	1602	448	1445	1140	383	30201	411	2747	4548	0	28	1918	3265	3856	4930	260	8	140	0	430	116	923
Chloroflexia	60	2789	96	1468	20	1303	1443	12322	72	852	14	502	143	219	48	646	2	106	6	37	33	132	184	286	199	91	5174	128	502	1068	0	26	607	694	272	756	56	14	68	0	580	89	689
Chroococcales (no class in NCBI)	62	1140	61	901	157	114	50	168	6	143	116	92	12652	40083	6595	30736	11	144	41	16831	5632	10446	3949	52980	50243	38077	38624	4682	2260	18098	9	51	68728	30510	2965	2076	329	8	0	11	261	99	269
Chroococcidiopsidales (no class in NCBI)	0	8	0	11	0	5506	1736	8156	0	28	0	0	2	7	0	82	12	4	0	4	17	16	30	17	24	17	1912	4	178	471	0	33	363	2623	32	73	33	0	14	0	0	0	0
Chrysiogenetes	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	12	6	0	0	8	10	3	0	0	0	0	0	0	0	0
Chthonomonadetes	11	107	0	18	0	4	4	8	0	0	14	6	28	24	3	15	0	10	0	0	0	0	0	5	2	0	34	57	8	36	0	0	0	4	3	12	0	0	0	0	38	6	10
Clostridia	6946	94480	8995	57895	272	1471849	23191	285261	76284	50573	118166	187406	4068	4971	3373	330189	18668	6708	84610	10222	12124	39647	55158	65951	68506	25810	152301	39805	3185	51758	10755	2911	23223	8291	33971	180966	31699	3184	2466	14507	549933	249306	774471
Coprothermobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Coriobacteriia	41	232	29	66	6	195	56	30	38	48	28	89	25	13	18	113	8	2	8	2	0	20	4	70	67	45	590	92	73	86	332	48	125	102	83	44	0	215	0	0	1469	443	2406
Culicoidibacterales (no class in NCBI)	0	6	2	27	0	15	6	52	0	25	22	90	0	0	0	0	0	4	90	41	8	28	14	18	7	11	13	41	0	72	64	0	34	52	6	9	3	0	23	0	131	49	148
Cyanobacteria bacterium (no class in NCBI)	30	37	13	4	0	46	17	68	0	0	0	113	2	30	4	18	0	16	0	2	0	2	0	82	64	70	4223	65	16	58	0	0	41	218	0	0	0	0	0	0	0	0	0
cyanobacterium G8-9 (no class in NCBI)	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cyanobacterium TDX16 (no class in NCBI)	20	3060	22	58	0	189	77	176	0	38	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	1	10	2	0	4	0	107	0	11	0	0	4	0	0	0	0
Cytophagales bacterium (no class in NCBI)	2	4	0	0	0	14	0	6	16	0	0	4	4	2	0	46	0	0	0	0	10	13	6	5	2	4	10	6	0	16	9	0	18	2	2	18	0	4	0	0	56	10	21
Cytophagia	3627	29349	8977	15169	689	3629	2295	744	1872	1552	5350	248187	4549	6528	2032	68228	691	5691	7356	1954	3514	12499	3570	54639	39508	24240	18154	8988	5706	20516	3395	3756	52211	16208	23445	31009	8920	5832	665	363	12814	29037	12728
Deferribacteres	30	640	6	0	4	8	16	4	6	0	0	38	9	9	6	46	0	0	0	4	0	16	2	40	47	46	64	0	0	8	0	0	1	8	3	76	0	0	0	50	13	6	58
Dehalococcoidia	61	1211	47	28	2	10	14	1749	24	5	30	52	60	125	25	206	6	501	133	1	14	43	26	310	277	163	1011	8	58	301	0	135	338	275	202	591	0	25	2	0	147	51	200
Deinococci	59	1977	93	198	28	156	94	109	0	70	43	224	176	190	59	254	42	160	89	42	21	136	29	172	129	87	1034	165	166	368	6	15	194	250	189	554	6	44	12	44	346	100	459
Deinococcus-Thermus bacterium (no class in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	7	8	6	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria	82957	1080356	157889	20811	12311	7879	9023	2545	28458	5435	4132	50505	103907	142013	53753	228264	8432	118688	30659	25594	82332	81262	56019	315633	224693	148087	605241	22518	69405	109020	513	5777	269948	178552	246608	851991	2101	2031	2608	44	2379335	1580899	2120187
Dictyoglomia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elusimicrobia	0	0	0	0	0	0	0	0	0	0	0	0	6	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	23	207
Elusimicrobia bacterium (no class in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endomicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	14	2	8	0	0	0	0	0	0	0	0	0	0	8	69	0	0	0	0	0	0	0
Epsilonproteobacteria	5190	13421	8587	8524	754	43157	13789	10516	6969	4583	7346	51283	4231	3625	4717	8415	2142	22386	704181	3690	19174	3251	5128	7649	5068	3755	137161	6098	11903	153510	1515188	5814	5744	5780	9599	13941	5430	4934	3026	95768	2412842	131522	1963550
Erysipelotrichia	61	671	81	3048	104	2857	341	1957	480	798	536	1884	54	146	24	2478	654	4705	19031	1282	1933	13899	3612	12733	7854	5337	35252	55732	151	772	1301	429	1270	439	696	1100	333	2	217	1664	4309	977	4017
Fibrobacteria	29	310	87	66	0	41	0	16	12	13	0	50	2	6	8	0	0	0	0	2	0	7	20	14	1	1	50	13	298	24	0	0	6	6	6	50	25	0	0	0	276	36	243
Fimbriimonadia	0	6	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	132	150	205	12	0	6	16	0	0	0	0	0	10	0	0	0	0	0	0	0
Firmicutes bacterium (no class in NCBI)	0	26	0	11	0	0	0	10	0	0	9	12	2	2	6	0	0	4	0	6	0	3	6	0	0	0	29	0	0	10	0	0	0	0	0	0	12	0	0	0	11	0	0
Flavobacteriia	39972	263687	847785	192105	7814	72690	53509	13628	18616	14873	16343	358629	59779	65752	33550	235872	12136	56869	190743	24220	61602	115425	34098	446228	327362	226165	39385	1206294	23395	364813	2444921	48177	1098544	152480	239633	432380	46428	58484	121838	1446	500898	1798363	786957
Fusobacteriia	78	201879	119	50979	2	3004	184	961	506	677	641	1958	22	97	29	2227	143	100	683	112	194	809	607	521	834	564	441	298	218	203	165	107	936	567	16799	1744	363	23908	227	2645	16258	228858	32998
Gammaproteobacteria	5020890	30593150	1429327	12162465	1588348	17235812	318040	326557	1033355	3992614	435481	3695831	1017354	1044058	476205	3137684	468337	7164256	431601	427988	1078910	848142	828726	2700480	2117661	1383649	2687234	305573	670308	1560445	42506488	1945986	4700804	10017093	6096566	13943124	3394182	790105	516009	706919	5198314	8351729	4272151
Gemmatimonadetes	227	5763	243	405	50	112	60	14	0	18	7	70	1264	1284	570	4525	40	1239	140	168	190	784	276	2251	1776	1086	4301	196	1005	820	33	247	2726	1234	705	1347	130	7	0	0	6	121	610
Gemmatimonadetes bacterium (no class in NCBI)	176	4322	180	411	110	47	29	3	0	6	27	22	2449	2587	1347	17026	13	573	96	530	522	1278	566	4238	3189	2235	1428	405	1146	985	0	89	8615	3491	1073	191	26	0	0	0	0	64	27
Gloeobacteria	0	10	4	390	0	0	8	0	0	4	0	75	21	15	4	22	0	0	0	0	0	0	0	10	6	8	525	2	10	34	0	0	27	16	25	0	0	0	0	0	10	0	0
Gloeoemargaritales (no class in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
Holophagae	152	1683	109	59	18	6	6	2	0	6	6	124	325	349	188	957	10	792	50	31	21	245	88	201	140	94	7184	89	92	187	0	67	453	450	143	372	12	14	2	0	79	268	3054
Hydrogenispora (no class in NCBI)	0	44	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophilalia	0	44	0	9	0	0	0	0	0	0	0	10	27	26	6	0	0	28	2	0	0	0	0	2	9	2	698	150	0	2	0	0	31	19	20	57	0	0	0	0	0	0	24
Ignavibacteria	203	1279	453	431	6	85	4	34	119	77	4	115	98	189	35	611	4	142	16	117	150	601	153	339	309	188	1339	161	124	96	129	61	489	248	160	537	20	70	0	8	208	293	742
Ignavibacteriae bacterium (no class in NCBI)	4	8	0	8	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	6	8	4	8	0	50	298	0	0	3	3	0	0	0	0	0	0	0	0	0
Kiritimatiellae	969	20920	1008	219	103	8	0	0	129	0	0	61	377	316	213	904	0	138	10	80	54	207	45	989	661	409	1267	28	187	344	0	24	758	559	1634	5750	10	4951	4	0	689	9	110
Kiritimatiellaeota bacterium (no class in NCBI)	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	10	9	0	12	0	9	0	0	0	0	0
Ktedonobacteria	4	343	85	37	12	34	60	188	0	14	0	0	19	12	2	18	2	2	2	2	2	44	4	39	21	23	286	8	52	104	0	4	38	22	17	1858	24	0	6	0	89	22	24
Lentimonas (no class in NCBI)	0	14	2	58	2	0	0	0	0	0	0	0	76	80	23	78	0	0	0	33	15	13	10	20	8	20	60	10	0	6	0	8	51	50	97	99	0	20	0	0	75	0	0
Lentisphaerae bacterium (no class in NCBI)	0	75	4	4	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	16	2	0	2	0	0	2	8	0	6	0	0	0	0	0	0	0
Lentisphaeria	74	272	4	11	16	15	11	4	162	0	0	32	96	95	46	300	11	50	14	27	61	54	14	294	140	95	226	31	0	80	20	6	260	200	375	1263	12	141	0	0	87	17	851
Limnochordia	0	12	0	0	0	0	0	8	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0
Longimicrobia	0	83	2	0	0	2461	8	14	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2	0	20	0	0	0	8	0	15	0	0	0	0	0	0	0
Lusitaniella (no class in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	13	2	0	26	14	0	0	0	0	0	0
Methylacidimicrobium (no class in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Methylacidiphilae	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
Mollicutes	1002	4676	497	44933	42	3222415	979643	502199	876	31226	1434	90825	2304	4973	1487	8168	89	758	679	368	319	725	2110	76539	101267	19761	101634	636	394	29817	7970578	903469	1311235	1453299	716946	3231	1093418	853	11496	10679	5142412	1863938	10584412
Ndongobacter (no class in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Negativicutes	380	954	1300	945	1471	1648	180	418	2476	88	249	368	0	16	0	404	0	14	2	296	14560	230	34432	337	248	178	217	84	310	188	0	297	47	122	49	54	47	28	16	26	670	213	616
Nitriliruptoria	203	42727	1647	112	24	223	451	271	26	55	301	60	222	200	78	1011	0	60	0	75	33	143	53	602	468	322	3302	106	19051	35933	0	46	169	169	273	703	0	26	46	0	856	92	59
Nitrospinae bacterium (no class in NCBI)	0	6	2	0	0	0	247	4	0	0	0	0	0	0	0	10	0	0	0	0	4	0	2	4	4	0	0	0	0	2	0	22	105	14	6	0	0	0	0	0	0	0	0
Nitrospinia	9	67	14	0	8	0	0	0	0	0	0	0	39	28	12	10	0	66	0	12	24	22	11	32	22	24	63	0	0	30	0	0	39	10	12	430	4	10	0	0	0	0	62
Nitrospira	74	1136	61	1886	30	76	81	57	0	26	9	256	190	271	91	379	8	668	133	38	71	345	101	262	191	143	2321	46	136	171	22554	90	545	302	239	2906	323	23	8	0	367	1840	1190
Nitrospirae bacterium (no class in NCBI)	72	2180	174	24	118	6	6	0	0	0	0	0	928	695	370	1124	10	540	90	132	59	969	243	786	454	303	6678	170	6	90	10	0	2078	1628	212	788	0	8	0	0	0	0	96
Nostocales (no class in NCBI)	63	1587	138	1564	10	3060	1074	5582	2	164	4	951	967	2844	423	3538	26	115	33	1173	476	947	443	3100	2704	1878	16153	657	889	7842	1914	360	6425	6044	808	4200	297	119	104	0	417	91	534
Oligoflexia	49	769	100	382	2	172	181	136	44	131	0	2535	58	82	16	286	14	131	29	54	98	71	836	304	388	194	644	31	202	427	21	24	305	357	338	550	6	510	0	0	445	250	267
Oligosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Opitutae	778	6194	645	3117	52	249	78	6	35	465	12	1148	2137	2301	1019	1572	12	189	34	604	293	528	188	968	691	536	2806	275	1954	1624	24	147	3423	2162	3870	6915	47	388	4	0	252	121	262
Oscillatoriales (no class in NCBI)	20144	5859	19949	14992	742	16181	23833	20050	12329	14726	16945	56874	9303	10474	11751	5995	3434	10133	6891	10326	9437	12745	8744	7324	6473	6139	43341	2859	8360	52778	329	27779	27769	9089	7123	46888	12732	9101	7915	0	13837	13712	11606
Phycisphaerae	505	90840	406	1958	106	596	56	58	11	151	54	381	1487	1357	607	2542	237	1509	914	301	482	905	523	2704	2035	1402	4336	263	1355	1647	190	212	6325	3940	27962	7693	257	1082	313	10	777	908	27240
Planctomycetes bacterium (no class in NCBI)	187	21826	702	683	731	164	34	11	0	131	26	239	2478	1391	868	1119	215	292	44	287	142	1066	228	2654	2131	1124	5588	137	2850	4864	82	299	2107	3246	4096	10004	0	6	50	0	6527	142	1484
Planctomycetia	5704	281242	17407	112573	3213	6315	3487	1306	204	3016	5172	35970	31294	24547	13522	116092	760	7814	1020	3704	3174	23118	6570	124948	92706	61165	461365	10466	171944	415116	10489	4610	89592	102429	112294	620633	176	7835	3875	0	326053	32555	11639
Pleurocapsales (no class in NCBI)	128	376	46	558	48	65	89	109	0	6765	0	388	129	438	135	1972	874	690	63	271	293	2271	3541	595	614	419	148222	1547	3236	30213	110	85	10546	996	578	3134	2296	70	425	0	319	189	2
Proteobacteria bacterium (no class in NCBI)	91	1073	111	361	36	85	14	4	0	559	4	147	301	481	142	362	41	2940	285	21	47	129	79	418	319	336	11532	34	132	128	0	96	400	271	366	2973	12	10	0	0	26	16	56
Rhodothermia	40	460	23	22	16	0	11	6	0	0	4	19	196	245	74	799	44	264	26	43	59	116	37	440	332	240	439	59	158	277	0	26	634	350	280	570	4	20	0	0	6	1014	566
Rubrobacteria	33	1644	49	22	0	2759	2859	266748	25	132	0	53	18	26	2	145	0	26	6	1	10	76	24	0	4	0	996	6	485	312	26	8	353	2247	447	69	0	0	28	0	0	0	49
Saprospiria	1368	11326	1649	4798	173	254	79	38	122	326	10	861	1808	2585	497	28958	206	1209	523	773	2528	6586	1898	25543	23281	12044	1682	939	986	4113	2018	3278	39465	8036	16548	1732	21636	11963	176	18	16817	82214	1935
SAR202 cluster (no class in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Spartobacteria	40	2896	195	932	170	321	217	4	0	81	0	774	340	211	96	312	0	8	11	76	29	507	110	73	59	37	2298	54	110	141	0	188	216	389	27	132	0	8	8	0	0	17	157
Sphingobacteriia	537	4456	1118	4398	26	2614	383	201	746	441	263	6914	98	126	35	2972	127	432	385	221	306	863	371	1449	1250	839	1368	546	120	878	3124	142	1535	428	684	831	377	464	104	76	2860	5650	4450
Spirochaetes bacterium (no class in NCBI)	33	1191	43	0	0	2	630	0	350	5	0	0	0	9	2	24	0	0	0	4	8	0	29	2	6	2	0	0	0	0	0	4	0	0	0	49	12	0	0	0	0	0	0
Spirochaetia	12427	70648	14064	863	35	1086	92	553	39405	546	356	423	465	624	214	1757	6	250	191	4749	23124	383	100622	80733	61949	12846	5946	692	117	416	30	124	22342	5579	14458	6923	344	177	123	989	651297	204275	1068343
Spirulinales (no class in NCBI)	2	67	2	20	0	0	0	0	8	0	0	0	2	21	4	40	0	0	0	0	0	0	10	7	12	6	60	0	39	132	0	11	66	28	2	27	0	0	0	0	0	0	0
Synechococcales (no class in NCBI)	535	18945	1406	3623	162	1312	219	409	0	210	152	89	3579	3921	1388	5297	40	331	31	3714	2547	2241	2001	28368	24639	17272	4899	821	15237	76773	52	1880	7559	10823	2765	9979	48	240	48	0	2125	465	1052
Synergistia	11	114	16	28	0	53	18	8	0	11	0	16	6	0	0	12	0	6	0	32	16	200	51	2374	1467	511	48	0	8	43	0	10	98	2	9	8	88	0	0	0	393	99	432
Tenericutes bacterium (no class in NCBI)	0	21	2	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidiformia	0	4	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrimicrobia	0	0	0	28	0	8	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	1	34	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoanaerobaculia	13	473	18	99	1	6	6	0	0	23	14	50	77	81	49	313	10	722	36	14	10	82	34	48	68	25	26728	305	0	50	0	34	168	162	36	32	0	0	0	0	4	184	788
